Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Tenure_Months,Age,Total_bought,Total_purchases,Cmp_Accepted,Kmeans_labels
1965,PhD,Committed,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1,49,1501,23,2,0
1982,Graduation,Committed,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,5,32,1189,28,4,0
1972,Graduation,Committed,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,11,42,1194,32,0,0
1960,PhD,Committed,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,5,54,656,21,0,0
1956,Master,Uncommitted,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,19,58,1540,23,0,1
1965,Master,Committed,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,10,49,311,15,0,2
1955,2n Cycle,Committed,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,7,59,820,26,0,0
1989,2n Cycle,Committed,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,5,25,274,14,0,6
1962,PhD,Uncommitted,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,14,52,57,9,0,7
1965,Graduation,Committed,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,8,49,448,17,0,2
1973,2n Cycle,Committed,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,0,41,44,5,0,6
1972,Graduation,Committed,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,11,42,102,8,0,2
1984,Graduation,Committed,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,4,30,61,5,0,6
1960,Master,Committed,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,14,54,1643,27,0,5
1958,Master,Committed,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,12,56,397,15,0,2
1968,Graduation,Committed,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,5,46,1121,26,1,0
1977,Graduation,Uncommitted,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,21,37,473,16,1,7
1974,Basic,Committed,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,3,40,50,8,0,6
1962,Master,Committed,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,16,52,1678,28,0,5
1982,Graduation,Committed,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,2,32,58,7,0,6
1975,PhD,Committed,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,9,39,170,9,0,6
1982,Master,Uncommitted,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,6,32,373,2,0,7
1945,PhD,Committed,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,7,69,1196,17,1,0
1979,Graduation,Committed,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,3,35,101,8,0,6
1969,Graduation,Committed,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,18,45,316,17,0,4
1962,Graduation,Committed,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,9,52,1400,21,2,0
1948,Graduation,Uncommitted,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,11,66,1424,27,0,3
1978,Master,Committed,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,22,36,844,20,3,5
1975,Graduation,Committed,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,9,39,311,13,0,0
1982,Graduation,Committed,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,13,32,1149,17,0,5
1983,Master,Committed,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,2,31,129,8,0,6
1952,Graduation,Uncommitted,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,8,62,32,5,0,3
1982,Graduation,Uncommitted,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,22,32,299,14,0,7
1962,Graduation,Committed,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,1,52,320,13,1,2
1977,Master,Committed,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,19,37,441,16,0,4
1949,Master,Committed,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,20,65,1178,28,1,2
1990,Graduation,Committed,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,16,24,85,6,0,4
1982,Basic,Uncommitted,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,15,32,24,4,0,7
1975,Graduation,Uncommitted,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,16,39,112,8,0,7
1959,2n Cycle,Committed,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,16,55,30,5,0,4
1983,PhD,Committed,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,12,31,410,16,0,4
1976,Graduation,Committed,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,10,38,800,24,1,0
1962,PhD,Uncommitted,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,13,52,1313,20,0,1
1956,PhD,Committed,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,15,58,1483,23,0,5
1993,Graduation,Uncommitted,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,8,21,1258,17,0,3
1987,Graduation,Committed,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,19,27,28,4,0,4
1965,Graduation,Committed,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,5,49,227,11,0,0
1982,Graduation,Committed,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,19,32,1555,20,1,5
1962,Graduation,Uncommitted,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,15,52,861,23,0,1
1978,Graduation,Committed,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,14,36,103,8,1,4
1946,PhD,Uncommitted,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,2,68,634,19,0,3
1963,Graduation,Uncommitted,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,6,51,1918,19,0,3
1971,Master,Uncommitted,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,8,43,131,10,0,7
1968,Graduation,Committed,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,21,46,586,22,0,5
1992,Basic,Committed,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,7,22,62,7,1,6
1974,Graduation,Uncommitted,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,13,40,447,22,0,1
1950,2n Cycle,Committed,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,23,64,939,27,0,5
1977,2n Cycle,Uncommitted,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,11,37,797,15,1,3
1958,Master,Uncommitted,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,21,56,1143,16,0,1
1976,Graduation,Uncommitted,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,7,38,415,17,0,3
1973,Graduation,Committed,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,7,41,30,5,0,6
1968,Master,Uncommitted,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,6,46,187,12,0,3
1958,Graduation,Committed,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,1,56,251,11,0,2
1975,Graduation,Uncommitted,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,2,39,237,12,0,3
1960,2n Cycle,Committed,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,6,54,91,8,0,6
1965,Master,Uncommitted,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,13,49,35,6,0,7
1960,PhD,Uncommitted,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,20,54,493,22,1,1
1969,PhD,Committed,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,15,45,971,28,0,5
1960,Graduation,Uncommitted,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,18,54,371,17,0,1
1975,Graduation,Uncommitted,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,6,39,396,20,0,3
1985,Graduation,Committed,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,10,29,68,7,1,6
1971,Master,Committed,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,12,43,322,15,1,5
1955,Master,Uncommitted,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,1,59,222,10,0,3
1956,2n Cycle,Committed,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,11,58,177,12,0,2
1973,Graduation,Committed,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,20,41,45,6,0,4
1948,Graduation,Committed,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,5,66,1899,20,2,0
1976,2n Cycle,Committed,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,10,38,22,6,0,6
1980,Graduation,Committed,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,18,34,41,5,0,4
1979,Graduation,Committed,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1,35,1440,21,0,0
1972,Master,Committed,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,8,42,325,17,0,2
1973,Graduation,Committed,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,8,41,95,10,0,6
1972,PhD,Committed,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,3,42,42,5,0,6
1975,2n Cycle,Uncommitted,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,19,39,72,6,0,7
1972,PhD,Committed,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,1,42,20,7,0,6
1956,Master,Committed,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,11,58,789,23,0,2
1974,Graduation,Uncommitted,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,1,40,15,4,0,3
1972,Graduation,Uncommitted,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,4,42,59,8,0,7
1968,Master,Uncommitted,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,14,46,908,22,0,1
1969,PhD,Committed,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,18,45,417,14,0,4
1961,Graduation,Committed,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,22,53,289,15,0,5
1972,Graduation,Committed,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,3,42,769,21,0,0
1953,Graduation,Committed,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,2,61,188,10,0,2
1957,Graduation,Uncommitted,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,22,57,354,14,0,1
1970,Master,Committed,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,20,44,727,26,0,4
1967,PhD,Committed,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,22,47,146,11,0,4
1951,Master,Committed,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,14,63,319,16,0,2
1953,Master,Committed,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,6,61,794,22,0,2
1950,Graduation,Committed,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,21,64,454,18,0,5
1953,PhD,Uncommitted,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,21,61,152,11,0,1
1977,PhD,Committed,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,21,37,797,22,0,5
1972,Graduation,Committed,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,13,42,1690,16,3,5
1969,Master,Committed,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,4,45,20,4,0,6
1944,Graduation,Committed,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,5,70,1428,21,1,0
1990,Graduation,Uncommitted,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,16,24,209,11,0,7
1979,Graduation,Uncommitted,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,12,35,545,19,0,7
1966,Basic,Committed,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,17,48,96,6,0,4
1948,Graduation,Committed,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,4,66,222,10,0,0
1972,Graduation,Committed,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,3,42,61,7,0,6
1973,Graduation,Committed,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,5,41,44,9,0,6
1972,PhD,Committed,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,2,42,8,4,0,6
1972,2n Cycle,Uncommitted,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,8,42,817,23,0,3
1966,Graduation,Uncommitted,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,19,48,1371,23,1,1
1969,PhD,Committed,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,4,45,42,5,0,0
1959,Graduation,Committed,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,18,55,60,5,0,4
1970,Graduation,Committed,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,13,44,78,9,0,4
1974,PhD,Committed,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,14,40,23,4,0,4
1972,PhD,Committed,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,9,42,19,4,0,6
1958,2n Cycle,Uncommitted,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,3,56,61,7,0,3
1972,Graduation,Uncommitted,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,15,42,449,14,0,7
1983,Master,Committed,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,14,31,37,5,0,4
1973,2n Cycle,Uncommitted,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,4,41,38,5,0,7
1985,Graduation,Committed,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,6,29,1131,23,2,0
1973,Graduation,Uncommitted,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,6,41,34,7,0,7
1967,Graduation,Uncommitted,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,8,47,294,17,0,3
1979,2n Cycle,Committed,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,13,35,48,6,1,4
1961,Graduation,Committed,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,22,53,289,15,0,5
1986,2n Cycle,Committed,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,17,28,30,4,0,4
1964,Graduation,Committed,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,2,50,125,7,0,6
1983,Graduation,Committed,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,16,31,156,9,0,4
1952,Graduation,Committed,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,11,62,70,9,0,2
1949,Master,Committed,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,9,65,22,4,0,2
1979,Graduation,Committed,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,21,35,65,9,0,4
1948,Master,Uncommitted,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,20,66,1930,23,1,1
1946,Graduation,Committed,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,9,68,2283,23,2,0
1958,Graduation,Committed,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,8,56,310,13,0,2
1971,2n Cycle,Committed,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,18,43,1319,18,0,5
1957,Graduation,Committed,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,18,57,879,26,1,5
1982,PhD,Committed,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,8,32,1244,17,0,0
1973,2n Cycle,Committed,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,3,41,690,17,0,0
1972,Graduation,Committed,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,16,42,209,12,0,4
1965,Graduation,Committed,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,0,49,1134,17,0,0
1953,Graduation,Uncommitted,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,7,61,1507,23,0,3
1967,PhD,Uncommitted,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,9,47,57,6,0,7
1965,PhD,Committed,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,22,49,529,17,0,4
1969,Graduation,Committed,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,0,45,1091,16,0,0
1971,Graduation,Uncommitted,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,20,43,180,11,0,1
1972,Graduation,Committed,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,17,42,77,10,0,4
1970,Graduation,Uncommitted,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,4,44,2349,25,3,3
1974,PhD,Committed,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,21,40,534,18,0,5
1950,Master,Uncommitted,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,5,64,556,21,1,3
1959,Graduation,Committed,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,10,55,637,25,0,0
1955,PhD,Committed,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2,59,46,5,2,2
1978,Graduation,Committed,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,0,36,44,9,0,6
1986,Master,Committed,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,11,28,47,5,0,6
1963,Master,Uncommitted,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,12,51,795,22,0,1
1953,Graduation,Committed,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,16,61,586,21,0,2
1952,Graduation,Committed,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,13,62,1574,20,1,5
1950,PhD,Committed,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,4,64,13,4,0,2
1970,Graduation,Committed,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,17,44,1471,25,0,5
1970,2n Cycle,Committed,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,6,44,65,8,0,6
1977,Graduation,Committed,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,13,37,175,12,0,4
1966,Graduation,Uncommitted,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,14,48,40,5,0,7
1969,PhD,Committed,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,21,45,1078,18,2,5
1958,Graduation,Committed,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,19,56,1115,21,0,5
1954,Graduation,Committed,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,16,60,134,9,0,2
1956,Master,Uncommitted,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,19,58,1540,23,0,1
1970,PhD,Committed,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,7,44,87,7,0,0
1987,Master,Uncommitted,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,8,27,217,10,0,7
1961,PhD,Committed,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,5,53,1034,27,1,0
1979,Graduation,Uncommitted,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,14,35,1180,31,0,1
1960,Graduation,Committed,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,22,54,819,23,0,5
1981,2n Cycle,Committed,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,8,33,32,5,0,6
1980,Graduation,Committed,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,10,34,46,6,0,6
1976,2n Cycle,Committed,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,22,38,1159,18,0,5
1976,Master,Uncommitted,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,15,38,860,25,0,1
1970,Master,Committed,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,0,44,1631,15,0,0
1946,PhD,Committed,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,0,68,444,22,1,2
1955,Graduation,Committed,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,17,59,1910,29,1,5
1972,Master,Committed,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,7,42,380,18,0,6
1971,PhD,Committed,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,12,43,736,30,0,2
1950,PhD,Uncommitted,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,17,64,269,15,0,1
1988,Graduation,Committed,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,11,26,2524,29,3,0
1978,Graduation,Committed,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,8,36,612,25,0,6
1990,Graduation,Committed,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,6,24,75,8,0,6
1959,Graduation,Committed,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,5,55,1045,26,0,0
1977,Graduation,Uncommitted,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,6,37,55,6,0,7
1969,PhD,Committed,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,22,45,1064,21,1,5
1959,Graduation,Committed,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,19,55,1443,25,0,5
1988,Graduation,Committed,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,17,26,1366,30,0,5
1975,Master,Committed,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,16,39,436,19,0,2
1973,2n Cycle,Uncommitted,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,4,41,38,5,0,7
